FlyBaseID,GeneType,GeneLength (5'-3'intron included),Isoform Number,Exon Number,AverageExon Length,Average Intron Length,Average5UTR Length,Average3UTR Length,Average CDS Length,GC Content,Purine Content,CodonUsageBias ,stAI,EP1,ESI1,EP2,ESI2,EP3,ESI3,EP4,ESI4
FBgn0004832,old singleton,1243,1,2,589,65,78,209,888,0.600448934,0.57687991,0.147628,0.4621,2.004615385,0.790379044,7.793103448,0.838850174,269,0.521153846,321,0.652794293
FBgn0029708,old singleton,5234,2,8,572.125,339.8333333,198.3333333,1066,1785,0.553131991,0.508948546,0.116436,0.4216,3.530769231,0.859939104,22.31034483,0.802308802,130,0.830128205,151,0.687356322
FBgn0029771,old singleton,2164,2,4,533,136,487.5,632,444,0.597315436,0.458612975,0.211104,0.3833,22.28307692,0.678913789,4.551724138,0.81122449,155,0.740384615,372,0.5921522
FBgn0029823,old singleton,3731,3,6,462.1666667,576.6666667,167,130,1471,0.594795539,0.520446097,0.155383,0.49,40.15307692,0.836102372,45.48275862,0.885691538,1380,0.741942415,3023,0.7441168
FBgn0029840,old singleton,7568,2,6,1371.5,117.75,495,717,4863,0.586724209,0.510069873,0.0997307,0.4214,5.704615385,0.553014509,5.24137931,0.834656085,210,0.769230769,457,0.780311457
FBgn0000524,old singleton,4577,1,4,957,249.6666667,414,1197,2214,0.591339648,0.51195309,0.157406,0.4021,2.697435897,0.806774072,11.03448276,0.874748491,432,0.652057245,574,0.798850575
FBgn0020305,old singleton,1185,1,1,1185,0,81,66,1035,0.55973025,0.583815029,0.145781,0.4479,4.261282051,0.594586169,11.68965517,0.740418118,362,0.458333333,886,0.621621622
FBgn0031287,old singleton,1480,2,5,330.8,56.66666667,101,159.5,1014,0.58013766,0.599803343,0.141272,0.4756,2.558461538,0.667110663,6.75862069,0.776455026,181,0.541208791,243,0.54158215
FBgn0031281,old singleton,2637,2,6,425.6666667,56.6,119,143,2146.5,0.542711235,0.52553389,0.0947117,0.4167,2.807692308,0.415811775,4.103448276,0.610714286,121,0.456730769,169,0.670258621
FBgn0031266,old singleton,4568,2,4,1928.75,111,66,161.5,4020,0.537658464,0.534427044,0.10739,0.4575,7.686153846,0.50870286,10.34482759,0.638888889,325,0.47027972,776,0.723336006
FBgn0031251,old singleton,5604,2,6,914,292,463,139,3759,0.511695906,0.582668793,0.138885,0.4297,2.884102564,0.913725451,8.206896552,0.881168831,420,0.786057692,280,0.819923372
FBgn0031217,old singleton,1763,2,4,462,207.6666667,79,292.5,1027.5,0.528,0.567111111,0.137145,0.4028,11.54102564,0.782546766,11.17241379,0.65,388,0.541025641,686,0.551724138
FBgn0031231,old singleton,1004,1,2,451.5,101,91,65,744,0.536813922,0.510040161,0.137151,0.3904,14.73717949,0.474912217,10.89655172,0.703781513,518,0.64,1027,0.568511797
FBgn0031235,old singleton,1722,1,2,830,62,85,243,1329,0.460960961,0.582582583,0.102375,0.389,3.702820513,0.981165936,4.413793103,0.926870748,96,0.807692308,126,0.836990596
FBgn0031240,old singleton,2539,1,3,805.6666667,61,104,312,1998,0.507246377,0.546226887,0.0934898,0.4314,6.642307692,0.996850431,12.68965517,0.963895394,263,0.749450549,500,0.840759396
FBgn0025686,old singleton,1893,2,2,1787,0,119,150,1515,0.526350461,0.527009223,0.126208,0.4179,5.302564103,0.947376055,2.137931034,0.851190476,38,0.746153846,128,0.593103448
FBgn0037023,old singleton,1135,1,1,1135,0,24,88,1020,0.574780059,0.48973607,0.121423,0.4349,0.653589744,0.998366228,7.344827586,0.972321429,112,0.707100592,162,0.834975369
FBgn0037019,old singleton,1499,1,2,719.5,60,110,303,1023,0.503898635,0.506822612,0.097986,0.3821,14.22307692,0.644485593,5.24137931,0.696428571,229,0.638111888,489,0.472413793
FBgn0037081,old singleton,12747,2,8,320.875,2538.428571,194.3333333,313,1668,0.499700778,0.60203471,0.12409,0.4396,7.699487179,0.531816086,16.79310345,0.719480519,395,0.591628959,464,0.602050326
FBgn0028500,old singleton,5173,2,4,1257.5,122.6666667,116.6666667,390,4287,0.545454545,0.497668998,0.0833182,0.3855,9.724102564,0.50049914,8.551724138,0.543650794,258,0.670940171,507,0.410098522
FBgn0037184,old singleton,1556,2,3,588,52,73,777,651,0.529043789,0.519213584,0.0988575,0.3979,2.923333333,0.467607566,7.517241379,0.724285714,204,0.548076923,239,0.691091954
FBgn0037410,old singleton,4121,3,7,248.5714286,518.8333333,113.75,112,1170,0.587382779,0.503836317,0.193101,0.5057,0.292564103,0.911711531,2.068965517,0.942546584,119,0.97212932,500,0.881904181
FBgn0037424,old singleton,1850,1,3,410.6666667,309,109,478,642,0.595348837,0.480620155,0.221107,0.5312,0.112564103,0.845805921,2.413793103,0.984693878,126,0.827759197,5205,0.911296239
FBgn0037374,old singleton,1994,2,4,544.5,172.5,113,669.5,591,0.575757576,0.478114478,0.198157,0.5282,26.03076923,0.63935476,31.48275862,0.549040512,1164,0.52972028,1565,0.466424682
FBgn0037377,old singleton,1505,1,1,1505,0,94,61,1347,0.520740741,0.551111111,0.117179,0.4242,4.805897436,0.636405242,7.896551724,0.836236934,320,0.546153846,410,0.751724138
FBgn0037378,old singleton,1010,1,3,297.6666667,58.5,95,90,705,0.540960452,0.518361582,0.134096,0.4383,26.82538462,0.855990896,25.5862069,0.846428571,795,0.482517483,1366,0.682964488
FBgn0037376,old singleton,2048,2,5,365.4,176.6666667,136.6666667,132,1215,0.502463054,0.536124795,0.112328,0.4511,9.637948718,0.876101986,9.206896552,0.828416149,373,0.590144231,925,0.680076628
FBgn0037372,old singleton,1457,1,3,445,61,97,113,1122,0.505777778,0.515555556,0.098319,0.4279,6.016410256,0.590861851,5.724137931,0.823979592,250,0.504273504,551,0.790893015
FBgn0037297,old singleton,1892,3,9,340.5555556,63.66666667,204.5,149.3333333,1245,0.564564565,0.498498498,0.0906125,0.4205,7.268974359,0.681093061,9.689655172,0.796768707,244,0.517094017,309,0.501724138
FBgn0037299,old singleton,1369,3,4,504,355.6666667,112,125.5,642,0.6,0.542635659,0.137614,0.4038,11.5974359,0.502432357,18.4137931,0.474789916,598,0.596153846,1061,0.453749316
FBgn0037304,old singleton,2251,2,5,451.2,105.6666667,117.6666667,0,1686,0.543516874,0.539964476,0.129593,0.3632,0.406153846,0.85335226,0.379310345,0.839285714,11,0.953846154,20,0.689655172
FBgn0037280,old singleton,1459,1,5,245.6,57.75,16,66,1143,0.536649215,0.536649215,0.0795118,0.3818,0.226923077,0.862305411,0.103448276,0.928571429,10,0.91025641,18,0.724137931
FBgn0026417,old singleton,3761,2,3,389.6666667,1766.666667,81.66666667,87,834,0.497013142,0.499402628,0.121456,0.4286,4.29025641,0.47315525,2.310344828,0.796428571,90,0.653846154,214,0.713643178
FBgn0037276,old singleton,3603,1,4,773.25,170,38,151,2901,0.558539945,0.582644628,0.121321,0.4617,1.208461538,0.996372208,8.793103448,0.980851979,102,0.646153846,215,0.853658537
FBgn0037235,old singleton,2160,2,4,423.75,408.5,120,410,690,0.533910534,0.463203463,0.131663,0.4155,7.722307692,0.723699283,21.27586207,0.821775312,712,0.898744113,1311,0.826156046
FBgn0037250,old singleton,2211,1,3,562.3333333,262,96,124,1464,0.524880709,0.537832311,0.0788714,0.327,5.454102564,0.653388969,4,0.87,222,0.722222222,258,0.610837438
FBgn0037249,old singleton,4098,2,5,828.8,68.66666667,148,261.5,3420,0.566170026,0.553900088,0.168328,0.4753,36.80153846,0.646679645,82.65517241,0.565345369,2354,0.434871795,4762,0.557137129
FBgn0037217,old singleton,10822,2,3,551.3333333,9348.5,127,103,1167,0.566666667,0.520512821,0.107248,0.395,2.047179487,0.925835032,3.413793103,0.9375,83,0.92022792,487,0.827160494
FBgn0031682,old singleton,1935,2,2,1681.5,0,112,483.5,1083,0.581952118,0.535911602,0.154778,0.481,12.10948718,0.899794789,7.965517241,0.908791209,351,0.475961538,547,0.585385878
FBgn0031710,old singleton,2618,1,7,309.7142857,75,82,97,1986,0.485671192,0.53092006,0.10061,0.4235,8.176666667,0.351187704,6.620689655,0.578571429,207,0.426035503,365,0.405172414
FBgn0031708,old singleton,1004,1,3,296,58,84,93,708,0.548523207,0.524613221,0.110953,0.3647,18.0825641,0.622520727,19.20689655,0.759424603,671,0.532428356,931,0.48097503
FBgn0031745,old singleton,19730,2,5,453.6,6968.4,282,411,1290,0.601701469,0.498839907,0.127926,0.4392,2.742564103,0.764236009,2.068965517,0.767857143,59,0.66025641,293,0.697701149
FBgn0001941,old singleton,2507,2,3,733.6666667,422,274.3333333,671,634.5,0.552795031,0.476190476,0.147018,0.4654,44.64333333,0.770933381,30.51724138,0.770108043,1234,0.486583184,1076,0.539770115
FBgn0051643,old singleton,3167,2,6,533.6666667,57.25,86,104,2697,0.497407407,0.503703704,0.0629784,0.3972,3.019487179,0.410222873,1.862068966,0.794642857,112,0.646853147,197,0.657088123
FBgn0031776,old singleton,760,2,4,186.75,82.5,132,72,378,0.511811024,0.627296588,0.18305,0.5633,17.95333333,0.760124089,52.55172414,0.703832753,1750,0.561102019,1789,0.391882184
FBgn0031777,old singleton,897,2,4,246.25,55,77,18,669,0.523809524,0.53422619,0.108247,0.4699,4.060769231,0.560137761,9.517241379,0.587662338,292,0.447368421,309,0.527093596
FBgn0000052,old singleton,4870,3,6,930,225,73,133,4062,0.565067651,0.516851169,0.0937422,0.4457,12.68615385,0.815772452,24.10344828,0.783549784,819,0.72027972,680,0.615763547
FBgn0031766,old singleton,906,1,1,906,0,87,132,684,0.544395924,0.531295488,0.107433,0.4083,1.92025641,0.700565463,2.75862069,0.718253968,129,0.487179487,135,0.701970443
FBgn0027496,old singleton,1105,1,1,1105,0,101,83,918,0.583061889,0.52660152,0.141073,0.4715,25.27820513,0.804898865,27.44827586,0.831192189,1053,0.625196232,1873,0.633326194
FBgn0031818,old singleton,2538,2,5,544.2,216.6666667,230,222,1350,0.584626755,0.472283814,0.104208,0.4146,12.18179487,0.603080569,8.965517241,0.593537415,440,0.761034048,793,0.546182266
FBgn0031858,old singleton,4404,3,10,397.5,190.4285714,361.5,326.75,1732,0.596290235,0.523731588,0.127619,0.4045,5.804358974,0.934271518,5.896551724,0.943181818,90,0.834841629,218,0.846551724
FBgn0042092,old singleton,1179,1,2,540.5,98,67,252,759,0.49343832,0.56824147,0.0900587,0.4183,2.72025641,0.809389441,5.655172414,0.858225108,259,0.745475113,341,0.62901308
FBgn0031950,old singleton,3745,2,6,646.6666667,395,440.5,500,1395,0.560085837,0.494992847,0.156125,0.3908,27.30025641,0.692362462,18.5862069,0.665521978,578,0.602564103,794,0.57816092
FBgn0032008,old singleton,941,2,4,230.75,58,108,134,507,0.541176471,0.531372549,0.235612,0.5381,7.805384615,0.959458925,9.965517241,0.901669759,279,0.893451143,416,0.806787083
FBgn0032101,old singleton,1094,2,4,347,76,130,179,639,0.514459665,0.610350076,0.166115,0.4606,10.08384615,0.642727556,54.68965517,0.809142857,1336,0.461106309,850,0.545977011
FBgn0053129,old singleton,5371,7,16,289.1875,618.6363636,125.375,582.5,1088.142857,0.526548673,0.536381514,0.137242,0.4354,76.10051282,0.909050824,25.79310345,0.705908289,928,0.568825911,1381,0.60929803
FBgn0051869,old singleton,29072,3,10,429.2,3209.375,154.5555556,997,2156,0.579263068,0.540274207,0.139329,0.4136,2.945384615,0.819692773,8.931034483,0.595238095,178,0.678137652,202,0.794292509
FBgn0040211,old singleton,2173,1,8,180.625,104,40,85,1317,0.503787879,0.496969697,0.130386,0.4117,6.26,0.92610152,3.827586207,0.863354037,216,0.819838057,291,0.829697396
FBgn0020270,old singleton,2246,1,5,402.6,58.25,90,60,1860,0.527643586,0.534084809,0.0942135,0.4217,8.016666667,0.473754904,3.344827586,0.8625,165,0.550295858,614,0.574212894
FBgn0032343,old singleton,2505,1,4,577,65.66666667,112,285,1908,0.538461538,0.497121926,0.0882049,0.3988,2.184102564,0.680926121,2.24137931,0.842261905,51,0.711538462,128,0.593103448
FBgn0032407,old singleton,3429,2,7,249.2857143,366.6,193,238,876,0.584755404,0.547212742,0.185874,0.4917,29.39512821,0.624548787,19.79310345,0.5589701,852,0.670267934,1578,0.386699507
FBgn0032428,old singleton,1537,1,5,265.2,52.75,34,104,1185,0.500841751,0.579124579,0.116131,0.4087,0.858974359,0.982802515,5.310344828,0.869047619,87,0.620192308,75,0.747126437
FBgn0032430,old singleton,1994,1,4,453.75,59.66666667,29,49,1734,0.538284398,0.530224525,0.0986634,0.4221,4.156153846,0.509908245,5.827586207,0.487012987,217,0.516826923,390,0.626959248
FBgn0032446,old singleton,1117,1,5,176.2,59,76,115,687,0.510144928,0.524637681,0.179979,0.4438,1.149487179,0.852569568,4.482758621,0.81462585,145,0.666666667,160,0.532915361
FBgn0028965,old singleton,1738,1,3,455.3333333,186,134,101,1128,0.572060124,0.569407604,0.142147,0.4822,5.941282051,0.791430135,43.89655172,0.691287879,1188,0.474358974,800,0.513988289
FBgn0032499,old singleton,2780,2,8,483.75,62.5,91.33333333,266,2086.5,0.545671927,0.532281205,0.0923199,0.3743,4.963846154,0.553291306,9.310344828,0.70320197,281,0.523809524,305,0.480943739
FBgn0051855,old singleton,1126,2,3,730,62,110.6666667,599,327,0.554545455,0.548484848,0.165536,0.4588,9.202820513,0.587013464,20.24137931,0.640161725,412,0.527295285,676,0.558761436
FBgn0032512,old singleton,2464,2,5,858.8,60.33333333,154,77,2077.5,0.531609195,0.55316092,0.117331,0.4261,2.383589744,0.781439334,8.448275862,0.699175824,214,0.646520147,419,0.432471264
FBgn0028406,old singleton,2551,1,3,715.3333333,202.5,53,740,1350,0.500369549,0.531411678,0.103148,0.4628,3.357435897,0.737481802,3.344827586,0.831932773,113,0.78280543,91,0.685823755
FBgn0032489,old singleton,656,1,1,656,0,69,86,498,0.558882236,0.493013972,0.217987,0.4438,0.038461538,0.779605263,0,0.785671573,6,0.992307692,496,0.946772767
FBgn0015271,old singleton,1740,1,2,843.5,53,200,104,1380,0.523499638,0.503976862,0.150311,0.4307,2.108205128,0.813144931,3.827586207,0.911830357,184,0.730769231,260,0.851513019
FBgn0028903,old singleton,1519,2,3,926.3333333,52,105,121,1215,0.490147783,0.532019704,0.129038,0.4093,5.567435897,0.99894752,2.965517241,0.960801394,113,0.877492877,313,0.854597701
FBgn0014092,old singleton,1063,1,1,1063,0,88,96,876,0.489192264,0.532423208,0.118739,0.4284,11.07846154,0.332176595,6.655172414,0.748511905,207,0.507692308,387,0.500689655
FBgn0000307,old singleton,10199,4,5,2558.8,1363,1098.5,766.5,4257.75,0.497274143,0.573208723,0.0972263,0.3678,5.974358974,0.63750292,16.37931034,0.80332681,420,0.733671988,504,0.648275862
FBgn0001995,old singleton,1074,1,2,506,62,50,71,888,0.545454545,0.523007856,0.121351,0.4364,12.05897436,0.487277645,11.20689655,0.661290323,582,0.517889088,1425,0.420258621
FBgn0015338,old singleton,1498,1,4,281.5,124,284,158,681,0.536549708,0.467836257,0.17193,0.4701,24.51102564,0.400075993,13.75862069,0.738839286,533,0.572552448,1043,0.630375823
FBgn0032602,old singleton,2371,2,9,240.2222222,66.85714286,233,166,1293,0.450617284,0.528549383,0.10516,0.4037,0.387692308,0.901191658,0.172413793,0.946428571,17,0.875,20,0.804597701
FBgn0032665,old singleton,674,2,2,618.5,0,80.5,199,336,0.525073746,0.519174041,0.210143,0.399,32.66384615,0.916030495,8.586206897,0.917142857,472,0.667974882,523,0.712438424
FBgn0032724,old singleton,2090,1,4,480.25,56.33333333,114,49,1755,0.496018203,0.523321957,0.0901612,0.3981,4.994102564,0.607905478,6.448275862,0.701785714,208,0.505128205,375,0.555555556
FBgn0032728,old singleton,2977,1,3,953,59,71,22,2763,0.429139552,0.490600145,0.0821559,0.3842,4.013333333,0.384735202,3.103448276,0.788461538,82,0.775641026,129,0.663793103
FBgn0032729,old singleton,2456,3,5,534.8,255.5,298.3333333,167,1365,0.543859649,0.527777778,0.136506,0.4732,24.97179487,0.799631309,15.4137931,0.636607143,886,0.742140468,1027,0.58045977
FBgn0002044,old singleton,4728,4,9,836.3333333,106.3333333,232,522.5,3187.5,0.568609023,0.53226817,0.100671,0.4219,10.25025641,0.372086934,21.37931034,0.755424955,540,0.614599686,998,0.647810926
FBgn0032793,old singleton,1607,2,3,888.6666667,258,57.33333333,29,1215,0.517241379,0.502463054,0.113579,0.3908,4.451794872,0.348430423,2.965517241,0.523809524,137,0.599358974,208,0.522167488
FBgn0004811,old singleton,3079,3,6,599,503.75,105,607.6666667,844,0.569746377,0.582427536,0.131622,0.4354,6.437435897,0.742028263,14.62068966,0.732857143,409,0.589010989,637,0.745462795
FBgn0032870,old singleton,1560,1,2,738.5,83,95,519,765,0.55859375,0.592447917,0.135151,0.4285,6.568461538,0.62288576,7.896551724,0.780133929,292,0.503663004,383,0.734326019
FBgn0032871,old singleton,710,1,2,317,76,62,173,396,0.556390977,0.528822055,0.150697,0.3509,6.293076923,0.866802719,4.75862069,0.881696429,217,0.852991453,722,0.651458886
FBgn0032921,old singleton,1398,2,3,671.6666667,63,248.6666667,145.5,486,0.517382413,0.586912065,0.156127,0.4837,4.733589744,0.876879988,4.275862069,0.824829932,111,0.564102564,321,0.531347962
FBgn0032925,old singleton,2450,1,2,1195.5,59,38,52,2298,0.488048674,0.55888744,0.0987247,0.4246,5.938461538,0.677447052,34.89655172,0.89453125,1387,0.778236398,969,0.722204318
FBgn0032929,old singleton,2880,1,2,1410,60,98,391,2328,0.491205491,0.55984556,0.129847,0.421,1.576153846,0.932103117,5.310344828,0.951098901,250,0.737980769,354,0.804163956
FBgn0000239,old singleton,5502,2,11,337.1818182,265.1111111,186,591.5,2049,0.506822612,0.528752437,0.09193,0.4322,21.01205128,0.668271625,30.75862069,0.778801843,953,0.591463415,1356,0.616995074
FBgn0032924,old singleton,2448,1,3,778.3333333,56.5,81,376,1875,0.51970181,0.50798722,0.0894836,0.4168,10.97871795,0.647826318,9.517241379,0.876728111,402,0.651923077,552,0.770114943
FBgn0011282,old singleton,1233,2,6,173.6666667,112.75,19,116,594,0.454954955,0.503003003,0.165317,0.4064,3.907435897,0.96001949,0.655172414,0.866071429,46,0.841880342,15,0.775862069
FBgn0037543,old singleton,1735,2,6,220,142.75,91.33333333,176,828,0.525872443,0.523465704,0.153626,0.445,6.239230769,0.410602227,4.103448276,0.708791209,160,0.479020979,108,0.502463054
FBgn0037578,old singleton,1856,1,1,1856,0,74,210,1569,0.484096692,0.546437659,0.0938804,0.4214,3.841794872,0.561351787,5.034482759,0.818452381,145,0.64010989,152,0.726166329
FBgn0037608,old singleton,1088,1,2,518,52,78,37,918,0.543973941,0.54723127,0.153569,0.4553,7.368205128,0.477143294,15.86206897,0.678571429,547,0.46985447,937,0.447021944
FBgn0037622,old singleton,3747,1,12,257.6666667,59.54545455,42,221,2826,0.48815836,0.506185931,0.0851447,0.3909,3.958974359,0.532014342,3.310344828,0.790816327,151,0.623626374,222,0.631578947
FBgn0037638,old singleton,2869,2,6,484,96.8,144,182,2119.5,0.5,0.492937853,0.0969398,0.4095,8.627948718,0.718101379,11.44827586,0.653225806,353,0.516272189,699,0.611615245
FBgn0037623,old singleton,11797,3,5,761.8,5785.5,211.25,834,2127,0.56056338,0.521596244,0.0775529,0.3933,9.555384615,0.888288455,14.17241379,0.813311688,219,0.570512821,453,0.797805643
FBgn0037654,old singleton,1954,2,4,493.5,70.5,190.5,282,1263,0.508688784,0.522906793,0.114246,0.4244,2.156666667,0.991752687,6.344827586,0.93907563,141,0.719457014,111,0.809330629
FBgn0037656,old singleton,1377,1,3,420.6666667,57.5,54,101,1104,0.527551942,0.560072267,0.126596,0.4337,3.49025641,0.845766129,3.931034483,0.832142857,139,0.503846154,338,0.602809706
FBgn0028708,old singleton,3587,2,4,409.25,1128.5,86,483,726,0.56515775,0.522633745,0.154595,0.4228,4.745384615,0.545539565,6.551724138,0.80952381,264,0.662393162,451,0.766349584
FBgn0037680,old singleton,2290,3,10,251.2,147.5714286,132.5,477.5,774,0.49034749,0.441441441,0.140716,0.4025,13.90564103,0.631855343,6.034482759,0.723214286,272,0.815875614,740,0.689655172
FBgn0037683,old singleton,1534,1,5,256.4,63,120,109,1050,0.517568851,0.505223172,0.152708,0.4662,41.12384615,0.961340417,6.379310345,0.888888889,619,0.764809903,425,0.729166667
FBgn0014023,old singleton,1087,1,4,226.25,60.66666667,42,47,813,0.536764706,0.553921569,0.122348,0.4555,12.75384615,0.453472302,11.5862069,0.591269841,517,0.689608637,1051,0.49356665
FBgn0037753,old singleton,2991,1,4,423.75,432,123,297,1272,0.574117647,0.516862745,0.155684,0.4001,1.047435897,0.75347315,2.896551724,0.910714286,54,0.830769231,165,0.915948276
FBgn0037749,old singleton,1011,2,4,272,59.5,77.66666667,167,612,0.569105691,0.517073171,0.175475,0.5352,20.79102564,0.748692085,16.68965517,0.81122449,525,0.426573427,738,0.580049261
FBgn0037739,old singleton,1578,2,3,659.3333333,59,356,285,756,0.545454545,0.554677207,0.126068,0.382,5.144615385,0.606935329,13.06896552,0.759475219,415,0.776796974,677,0.772181325
FBgn0028734,old singleton,8702,11,23,422.0869565,338.2352941,123.7272727,968.2,1955.727273,0.573515982,0.57716895,0.146063,0.4601,9.933589744,0.829387066,59.03448276,0.804112554,1923,0.766544118,955,0.617634221
FBgn0037797,old singleton,1048,1,3,285,96.5,60,72,720,0.536652835,0.492392808,0.167823,0.4112,0.065641026,0.891578947,0.068965517,1,5,0.974358974,151,0.962164751
FBgn0037807,old singleton,3808,2,5,691.2,402.3333333,119,531.5,1719,0.534262485,0.477932636,0.105586,0.4156,10.22307692,0.846840845,8.344827586,0.894028103,356,0.668399168,531,0.839691856
FBgn0025879,old singleton,9133,1,5,318.2,1885.5,159.5,639,630,0.521327014,0.522906793,0.152007,0.4173,30.97487179,0.762476467,10.96551724,0.751785714,383,0.703671329,508,0.691007437
FBgn0037814,old singleton,4319,1,7,518.2857143,115.1666667,268,681,2676,0.516983949,0.496080627,0.081092,0.4181,3.396923077,0.680451128,5.379310345,0.812857143,195,0.597285068,235,0.734355045
FBgn0037819,old singleton,3189,1,3,388.3333333,1012,148,150,864,0.547866205,0.537485582,0.097466,0.4446,22.41923077,0.781119599,37.65517241,0.674603175,967,0.77089098,1410,0.654633621
FBgn0028374,old singleton,2889,1,3,344.3333333,928,168,289,573,0.588541667,0.532986111,0.166834,0.4206,3.983846154,0.946629876,13.03448276,0.905906593,114,0.746153846,122,0.787018256
FBgn0038074,old singleton,1477,1,4,247.5,162.3333333,41,79,867,0.53908046,0.520689655,0.155817,0.4668,54.74769231,0.932649688,41.68965517,0.935763889,2573,0.776658527,1461,0.932085786
FBgn0005355,old singleton,1596,1,1,1596,0,30,159,1404,0.571428571,0.525230988,0.0874732,0.4376,6.255641026,0.391902434,10.4137931,0.736111111,327,0.619230769,821,0.701419878
FBgn0026207,old singleton,2566,1,1,2566,0,51,406,2106,0.532479848,0.518255097,0.106922,0.4309,5.581794872,0.752478112,9.137931034,0.786654135,327,0.466783217,561,0.732219828
FBgn0051342,old singleton,5503,2,9,623.8888889,222.8571429,183,543.5,2725.5,0.558123953,0.507537688,0.102406,0.3943,6.028461538,0.699474518,19.89655172,0.841307278,637,0.707380457,767,0.723326572
FBgn0002354,old singleton,686,1,3,183.6666667,67.5,69,149,330,0.567567568,0.507507508,0.214966,0.4857,13.86717949,0.634030639,6.344827586,0.772857143,304,0.530100334,464,0.419098143
FBgn0038110,old singleton,2927,1,6,219.6666667,321.8,130,300,885,0.536036036,0.494369369,0.137802,0.4881,15.81076923,0.812776612,26.03448276,0.904819695,616,0.726720648,1144,0.737879181
FBgn0038098,old singleton,9697,5,15,284.4,1035.285714,216.8333333,408,1978.8,0.56287985,0.532491819,0.166883,0.4597,2.833333333,0.932482465,13.10344828,0.866071429,396,0.590497738,154,0.781609195
FBgn0038133,old singleton,1218,1,2,578.5,61,87,71,996,0.532532533,0.54954955,0.140654,0.4641,0.008461538,0.929824561,1.896551724,0.991071429,274,0.998991645,626,0.99949701
FBgn0038132,old singleton,1159,1,2,431.5,296,107,342,411,0.625603865,0.444444444,0.164805,0.4394,0.212564103,0.929356725,0.068965517,0.964285714,23,0.96474359,941,0.926321839
FBgn0051337,old singleton,1435,1,3,283,293,185,349,312,0.568253968,0.479365079,0.1438,0.407,0.46,0.917284551,1.517241379,0.967391304,101,0.954013378,273,0.709869203
FBgn0038163,old singleton,2920,2,10,253,66,120,99,2182.5,0.516232282,0.502972108,0.121425,0.471,6.307179487,0.997763199,9.275862069,0.9629329,245,0.860667634,518,0.872100313
FBgn0038170,old singleton,1461,1,4,301,85.66666667,0,271,930,0.558413719,0.55091104,0.152054,0.4352,0.651538462,0.781376518,0.620689655,0.821428571,35,0.870192308,64,0.666666667
FBgn0002937,old singleton,2600,1,4,541,145.3333333,136,165,1860,0.531937735,0.496511004,0.121741,0.4082,8.717179487,0.945534038,5.482758621,0.832908163,34,0.91958042,53,0.831417625
FBgn0260464,old singleton,1172,1,2,558.5,55,172.5,127,642,0.511627907,0.536434109,0.182374,0.3933,10.88461538,0.768858942,9.275862069,0.735491071,369,0.470769231,832,0.556321839
FBgn0038183,old singleton,1119,1,3,333,60,90,15,891,0.51901566,0.544742729,0.146349,0.4974,5.432820513,0.444898743,9.931034483,0.568181818,298,0.492673993,567,0.678996865
FBgn0038166,old singleton,1590,1,3,408.6666667,182,152,411,660,0.598793363,0.527903469,0.180116,0.5063,10.18589744,0.696642268,13.86206897,0.636904762,485,0.489819005,766,0.545338442
FBgn0015270,old singleton,2191,1,4,498.75,65.33333333,32.5,73,1854,0.526117394,0.526655897,0.142498,0.4193,1.147948718,0.901906297,2.896551724,0.941964286,174,0.770769231,222,0.852216749
FBgn0038206,old singleton,1821,1,4,344.25,148,58,287,1029,0.565891473,0.533914729,0.15488,0.4445,7.814615385,0.64924653,19.93103448,0.66038961,809,0.492577598,792,0.607758621
FBgn0038213,old singleton,1128,1,1,1128,0,76,182,867,0.51954023,0.513793103,0.121434,0.4288,3.977692308,0.997603112,12.20689655,0.983686067,213,0.745879121,304,0.859770115
FBgn0038207,old singleton,1393,1,2,370,653,200,84,453,0.526315789,0.5,0.148466,0.4246,9.993076923,0.958255184,1.034482759,0.882653061,67,0.716346154,124,0.896551724
FBgn0010340,old singleton,1386,2,5,327.4,62,72,210.5,783,0.5,0.536895674,0.21348,0.4467,8.493589744,0.417579388,6.655172414,0.652777778,148,0.658974359,242,0.438423645
FBgn0011476,old singleton,688,2,3,307,61,47,178.5,315,0.506289308,0.58490566,0.155799,0.5005,11.53948718,0.829520211,13.79310345,0.6496139,327,0.514423077,199,0.410658307
FBgn0038675,old singleton,907,1,2,422,63,68,134,639,0.565420561,0.61682243,0.197331,0.5372,5.514102564,0.76161932,28.31034483,0.751040222,672,0.408067542,702,0.568965517
FBgn0038672,old singleton,1573,2,4,574.5,58.5,86,323.5,972,0.550769231,0.515897436,0.145053,0.4236,5.290512821,0.747151942,2.655172414,0.691964286,95,0.673076923,376,0.616240267
FBgn0038658,old singleton,723,1,2,324,75,49,92,504,0.607495069,0.453648915,0.213047,0.4854,179.6579487,0.977649648,37.06896552,0.94044665,738,0.782744283,3090,0.771392082
FBgn0038685,old singleton,987,1,1,987,0,52,53,879,0.546485261,0.566893424,0.173548,0.4523,1.683846154,0.998442275,12.34482759,0.980603448,161,0.651442308,211,0.843012704
FBgn0038693,old singleton,15367,5,31,374.2580645,382.8666667,73.5,417.5,7386.6,0.550236602,0.488390008,0.0670433,0.422,4.034871795,0.871452191,12.34482759,0.847689076,69,0.706730769,141,0.687192118
FBgn0003867,old singleton,4423,3,5,422.4,1453.6,203,238,1059,0.531073446,0.526365348,0.13395,0.4233,20.04230769,0.777558541,9.448275862,0.729910714,214,0.744505495,278,0.665782493
