GeneType,GeneLength (5'-3'intron included),Isoform Number,Exon Number,AverageExon Length,Average Intron Length,Average5UTR Length,Average3UTR Length,Average CDS Length,GC Content,Purine Content,CodonUsageBias ,stAI,EP1,ESI1,EP2,ESI2,EP3,ESI3,EP4,ESI4
0,2290,3,10,251.2,147.5714286,132.5,477.5,774,0.49034749,0.441441441,0.140716,0.4025,13.90564103,0.631855343,6.034482759,0.723214286,272,0.815875614,740,0.689655172
0,1534,1,5,256.4,63,120,109,1050,0.517568851,0.505223172,0.152708,0.4662,41.12384615,0.961340417,6.379310345,0.888888889,619,0.764809903,425,0.729166667
0,1087,1,4,226.25,60.66666667,42,47,813,0.536764706,0.553921569,0.122348,0.4555,12.75384615,0.453472302,11.5862069,0.591269841,517,0.689608637,1051,0.49356665
0,2991,1,4,423.75,432,123,297,1272,0.574117647,0.516862745,0.155684,0.4001,1.047435897,0.75347315,2.896551724,0.910714286,54,0.830769231,165,0.915948276
0,1011,2,4,272,59.5,77.66666667,167,612,0.569105691,0.517073171,0.175475,0.5352,20.79102564,0.748692085,16.68965517,0.81122449,525,0.426573427,738,0.580049261
0,1578,2,3,659.3333333,59,356,285,756,0.545454545,0.554677207,0.126068,0.382,5.144615385,0.606935329,13.06896552,0.759475219,415,0.776796974,677,0.772181325
0,8702,11,23,422.0869565,338.2352941,123.7272727,968.2,1955.727273,0.573515982,0.57716895,0.146063,0.4601,9.933589744,0.829387066,59.03448276,0.804112554,1923,0.766544118,955,0.617634221
0,1048,1,3,285,96.5,60,72,720,0.536652835,0.492392808,0.167823,0.4112,0.065641026,0.891578947,0.068965517,1,5,0.974358974,151,0.962164751
0,3808,2,5,691.2,402.3333333,119,531.5,1719,0.534262485,0.477932636,0.105586,0.4156,10.22307692,0.846840845,8.344827586,0.894028103,356,0.668399168,531,0.839691856
0,9133,1,5,318.2,1885.5,159.5,639,630,0.521327014,0.522906793,0.152007,0.4173,30.97487179,0.762476467,10.96551724,0.751785714,383,0.703671329,508,0.691007437
0,4319,1,7,518.2857143,115.1666667,268,681,2676,0.516983949,0.496080627,0.081092,0.4181,3.396923077,0.680451128,5.379310345,0.812857143,195,0.597285068,235,0.734355045
0,3189,1,3,388.3333333,1012,148,150,864,0.547866205,0.537485582,0.097466,0.4446,22.41923077,0.781119599,37.65517241,0.674603175,967,0.77089098,1410,0.654633621
0,2889,1,3,344.3333333,928,168,289,573,0.588541667,0.532986111,0.166834,0.4206,3.983846154,0.946629876,13.03448276,0.905906593,114,0.746153846,122,0.787018256
0,1477,1,4,247.5,162.3333333,41,79,867,0.53908046,0.520689655,0.155817,0.4668,54.74769231,0.932649688,41.68965517,0.935763889,2573,0.776658527,1461,0.932085786
0,1596,1,1,1596,0,30,159,1404,0.571428571,0.525230988,0.0874732,0.4376,6.255641026,0.391902434,10.4137931,0.736111111,327,0.619230769,821,0.701419878
0,2566,1,1,2566,0,51,406,2106,0.532479848,0.518255097,0.106922,0.4309,5.581794872,0.752478112,9.137931034,0.786654135,327,0.466783217,561,0.732219828
0,5503,2,9,623.8888889,222.8571429,183,543.5,2725.5,0.558123953,0.507537688,0.102406,0.3943,6.028461538,0.699474518,19.89655172,0.841307278,637,0.707380457,767,0.723326572
0,686,1,3,183.6666667,67.5,69,149,330,0.567567568,0.507507508,0.214966,0.4857,13.86717949,0.634030639,6.344827586,0.772857143,304,0.530100334,464,0.419098143
0,2927,1,6,219.6666667,321.8,130,300,885,0.536036036,0.494369369,0.137802,0.4881,15.81076923,0.812776612,26.03448276,0.904819695,616,0.726720648,1144,0.737879181
0,9697,5,15,284.4,1035.285714,216.8333333,408,1978.8,0.56287985,0.532491819,0.166883,0.4597,2.833333333,0.932482465,13.10344828,0.866071429,396,0.590497738,154,0.781609195
0,1218,1,2,578.5,61,87,71,996,0.532532533,0.54954955,0.140654,0.4641,0.008461538,0.929824561,1.896551724,0.991071429,274,0.998991645,626,0.99949701
0,1159,1,2,431.5,296,107,342,411,0.625603865,0.444444444,0.164805,0.4394,0.212564103,0.929356725,0.068965517,0.964285714,23,0.96474359,941,0.926321839
0,1435,1,3,283,293,185,349,312,0.568253968,0.479365079,0.1438,0.407,0.46,0.917284551,1.517241379,0.967391304,101,0.954013378,273,0.709869203
0,2920,2,10,253,66,120,99,2182.5,0.516232282,0.502972108,0.121425,0.471,6.307179487,0.997763199,9.275862069,0.9629329,245,0.860667634,518,0.872100313
0,1461,1,4,301,85.66666667,0,271,930,0.558413719,0.55091104,0.152054,0.4352,0.651538462,0.781376518,0.620689655,0.821428571,35,0.870192308,64,0.666666667
0,2600,1,4,541,145.3333333,136,165,1860,0.531937735,0.496511004,0.121741,0.4082,8.717179487,0.945534038,5.482758621,0.832908163,34,0.91958042,53,0.831417625
0,1172,1,2,558.5,55,172.5,127,642,0.511627907,0.536434109,0.182374,0.3933,10.88461538,0.768858942,9.275862069,0.735491071,369,0.470769231,832,0.556321839
0,1119,1,3,333,60,90,15,891,0.51901566,0.544742729,0.146349,0.4974,5.432820513,0.444898743,9.931034483,0.568181818,298,0.492673993,567,0.678996865
0,1590,1,3,408.6666667,182,152,411,660,0.598793363,0.527903469,0.180116,0.5063,10.18589744,0.696642268,13.86206897,0.636904762,485,0.489819005,766,0.545338442
0,2191,1,4,498.75,65.33333333,32.5,73,1854,0.526117394,0.526655897,0.142498,0.4193,1.147948718,0.901906297,2.896551724,0.941964286,174,0.770769231,222,0.852216749
0,1821,1,4,344.25,148,58,287,1029,0.565891473,0.533914729,0.15488,0.4445,7.814615385,0.64924653,19.93103448,0.66038961,809,0.492577598,792,0.607758621
0,1128,1,1,1128,0,76,182,867,0.51954023,0.513793103,0.121434,0.4288,3.977692308,0.997603112,12.20689655,0.983686067,213,0.745879121,304,0.859770115
0,1393,1,2,370,653,200,84,453,0.526315789,0.5,0.148466,0.4246,9.993076923,0.958255184,1.034482759,0.882653061,67,0.716346154,124,0.896551724
0,1386,2,5,327.4,62,72,210.5,783,0.5,0.536895674,0.21348,0.4467,8.493589744,0.417579388,6.655172414,0.652777778,148,0.658974359,242,0.438423645
0,688,2,3,307,61,47,178.5,315,0.506289308,0.58490566,0.155799,0.5005,11.53948718,0.829520211,13.79310345,0.6496139,327,0.514423077,199,0.410658307
0,907,1,2,422,63,68,134,639,0.565420561,0.61682243,0.197331,0.5372,5.514102564,0.76161932,28.31034483,0.751040222,672,0.408067542,702,0.568965517
0,1573,2,4,574.5,58.5,86,323.5,972,0.550769231,0.515897436,0.145053,0.4236,5.290512821,0.747151942,2.655172414,0.691964286,95,0.673076923,376,0.616240267
0,723,1,2,324,75,49,92,504,0.607495069,0.453648915,0.213047,0.4854,179.6579487,0.977649648,37.06896552,0.94044665,738,0.782744283,3090,0.771392082
0,987,1,1,987,0,52,53,879,0.546485261,0.566893424,0.173548,0.4523,1.683846154,0.998442275,12.34482759,0.980603448,161,0.651442308,211,0.843012704
0,15367,5,31,374.2580645,382.8666667,73.5,417.5,7386.6,0.550236602,0.488390008,0.0670433,0.422,4.034871795,0.871452191,12.34482759,0.847689076,69,0.706730769,141,0.687192118
0,4423,3,5,422.4,1453.6,203,238,1059,0.531073446,0.526365348,0.13395,0.4233,20.04230769,0.777558541,9.448275862,0.729910714,214,0.744505495,278,0.665782493
0,815,1,2,375.5,64,81,133,534,0.55679702,0.482309125,0.197675,0.4237,14.38769231,0.611648118,14.03448276,0.631944444,507,0.59527972,857,0.506773399
0,1685,3,5,587,167,125.25,82,1221,0.564542484,0.509803922,0.136314,0.494,63.19871795,0.582542923,23.24137931,0.681722689,1737,0.8413887,4578,0.586010972
0,1427,3,7,298.2857143,63,56.33333333,370.6666667,294,0.545454545,0.484848485,0.282807,0.4116,91.29333333,0.927835844,12.31034483,0.865714286,108,0.865384615,465,0.943892461
0,2461,1,7,298.1428571,62.33333333,177,266,1641,0.53892944,0.456812652,0.103354,0.415,2.559230769,0.848844239,5.068965517,0.759398496,57,0.725274725,186,0.67816092
0,1961,3,6,368.1666667,65,245.4,73,906,0.507150715,0.522552255,0.13416,0.4366,1.832051282,0.692935797,18.44827586,0.758799172,480,0.379120879,742,0.394827586
0,2405,1,2,471.5,1462,165,43,567,0.496491228,0.498245614,0.19456,0.3584,1.225128205,0.902069898,4.379310345,0.686813187,53,0.853146853,123,0.942278861
0,2702,1,7,333.8571429,60.83333333,96,120,2118,0.506364922,0.538896747,0.108646,0.4159,1.179487179,0.995654029,2.482758621,0.975913621,45,0.822115385,159,0.845422117
0,2350,2,8,241.875,77.57142857,45.33333333,104,1692,0.502654867,0.526253687,0.102283,0.3901,10.15820513,0.449682697,4.551724138,0.81122449,268,0.716346154,644,0.518043304
0,1916,1,2,717.5,481,52.5,301,1026,0.56462585,0.487852284,0.20131,0.4302,0.533846154,0.894610324,0.275862069,0.978571429,24,0.980769231,103,0.957271364
0,1063,1,2,391,281,150,98,531,0.546816479,0.507490637,0.171373,0.462,3.184615385,0.990985327,52.34482759,0.998581213,967,0.965820313,1344,0.983045658
0,1253,1,1,1253,0,175,241,834,0.556750299,0.53046595,0.113566,0.3594,7.932307692,0.774426785,3.931034483,0.628571429,240,0.552631579,220,0.655172414
0,6436,1,2,3192,52,55,149,6177,0.477831715,0.51197411,0.0824535,0.413,4.756410256,0.788537955,4.034482759,0.912815126,183,0.668016194,316,0.713995943
0,2332,2,7,203.1428571,182.3333333,145.5,126,886.5,0.538720539,0.530864198,0.12808,0.4982,4.537435897,0.869414101,6.034482759,0.785714286,347,0.525147929,807,0.756206897
0,43130,6,16,868.0625,3928.285714,330.5,1351,4724.5,0.568481375,0.518815664,0.150215,0.4155,15.00051282,0.579946895,38.86206897,0.538800705,791,0.495192308,871,0.550055617
0,3025,1,10,250.4,57.88888889,88,97,2316,0.510133678,0.509702458,0.135584,0.4426,0.102307692,0.944920441,0.034482759,1,8,0.987179487,14,0.793103448
0,1505,2,2,1358,0,160,340,855,0.579254079,0.552447552,0.128681,0.4303,33.57128205,0.65286319,100.862069,0.723880597,4180,0.487881981,2267,0.539720646
0,8210,7,14,1147.428571,338.6363636,19,2621.6,1860.428571,0.513847676,0.515825915,0.0955406,0.4403,9.395128205,0.56605954,9.310344828,0.714285714,281,0.498076923,328,0.644470868
0,1118,1,4,223.5,74.66666667,106,239,546,0.595628415,0.449908925,0.133818,0.4763,72.90512821,0.689530066,57.86206897,0.636190476,3206,0.753027066,3559,0.638598443
0,1898,2,3,1135.333333,129.5,115,305,1345.5,0.597037037,0.532592593,0.158142,0.484,9.742051282,0.803136748,16.62068966,0.871768707,685,0.613523573,1650,0.683269476
0,2088,2,7,324.7142857,127.5,107.3333333,149,1146,0.5256745,0.520452567,0.135336,0.5117,37.89974359,0.675132102,48.62068966,0.774796447,1402,0.589102564,2799,0.743768176
0,2097,3,5,699.8,129,175.4,579,729,0.573770492,0.509562842,0.114814,0.4295,11.56153846,0.516835778,28.44827586,0.790178571,666,0.504807692,2021,0.569885057
0,1357,1,4,261.5,103.6666667,84,260,699,0.511396011,0.461538462,0.177319,0.4595,40.89333333,0.7113006,7.862068966,0.754926108,458,0.838286713,1023,0.701691607
0,1379,2,3,483.6666667,58,288,80,696,0.500715308,0.619456366,0.150058,0.4256,8.588974359,0.544094783,29.03448276,0.645176252,576,0.586342229,752,0.688735632
0,2810,3,5,1168.6,395.5,241,202,1341,0.560267857,0.48735119,0.141194,0.4509,27.41333333,0.740364607,27.24137931,0.620798319,508,0.759340659,708,0.690626518
0,4348,1,7,556.5714286,75.33333333,134,325,3300,0.546472903,0.545867393,0.106978,0.4397,3.304615385,0.566128687,19.13793103,0.730769231,524,0.627158556,553,0.711279953
0,3042,1,4,178,776.6666667,158,41,510,0.495126706,0.514619883,0.138916,0.437,28.0625641,0.951877154,15.34482759,0.933179724,977,0.737846154,491,0.892205158
0,4088,1,1,4088,0,259,2074,1752,0.575498575,0.508831909,0.141318,0.3768,1.004871795,0.702002648,0.620689655,0.971428571,25,0.942307692,281,0.92916042
0,2207,1,8,223.25,60.14285714,72,163,1548,0.472598324,0.539007092,0.113451,0.4177,4.751025641,0.462610283,2.310344828,0.736607143,109,0.689102564,160,0.666666667
0,2280,2,3,1446.333333,70,90.33333333,393,1638,0.578305911,0.503960999,0.112509,0.3502,37.78923077,0.916611707,21.31034483,0.77605042,567,0.772514071,526,0.771614193
0,1869,1,2,907,55,62,201,1548,0.534493875,0.552546744,0.166163,0.4021,6.443333333,0.903990693,10.93103448,0.876257545,291,0.478846154,588,0.514588859
0,2220,1,5,392,65,126,64,1767,0.55480226,0.513559322,0.123102,0.4276,8.788205128,0.78108812,10.20689655,0.75,454,0.53956044,877,0.583118888
0,1761,1,2,721,319,89,165,1185,0.569023569,0.569023569,0.124726,0.5063,7.595897436,0.772711708,19.48275862,0.766666667,740,0.457613815,873,0.61637931
0,4651,3,6,639.6666667,511.4,253,122,2005,0.580706781,0.49904489,0.195946,0.4452,0.032307692,0.957236842,2.24137931,0.98735119,29,0.952662722,819,0.941583485
0,6665,1,6,1056.333333,65.4,192,281,5862,0.514236999,0.524637681,0.112639,0.4174,2.191538462,0.934285899,6.793103448,0.937996032,328,0.775641026,417,0.813262599
0,1783,2,3,1096.333333,93.5,112.3333333,42,1431,0.529986053,0.552998605,0.104246,0.3867,1.134871795,0.677592184,2.034482759,0.772321429,81,0.519230769,124,0.559386973
0,1889,1,2,918.5,52,346,102,1386,0.58387329,0.536357091,0.143851,0.4066,0.034871795,0.934547908,0.068965517,1,7,0.971153846,54,0.965517241
0,2164,4,8,228.25,176.1666667,49.5,208.5,982.5,0.52991453,0.531623932,0.0812322,0.3571,6.590769231,0.568035944,5.896551724,0.628571429,179,0.50887574,211,0.474801061
0,1728,1,5,284,77,296,20,1101,0.457427536,0.559782609,0.0963553,0.4149,7.092307692,0.562393076,7.793103448,0.684782609,296,0.564102564,591,0.600880411
0,4955,1,6,502.1666667,388.4,86,150,2688,0.521367521,0.488294314,0.0828422,0.4201,6.743846154,0.97193713,13.31034483,0.858974359,75,0.798076923,112,0.84137931
0,1767,2,3,689.6666667,62,95,621.5,468,0.537154989,0.481953291,0.218057,0.4952,23.42717949,0.976855401,19.4137931,0.955606147,1717,0.765575334,2440,0.783324756
0,721,1,2,328.5,64,27,42,585,0.542517007,0.586734694,0.132214,0.4481,6.394871795,0.731209769,31.89655172,0.729828042,930,0.527472527,492,0.657471264
0,1798,2,5,328.2,364.5,78,18,951,0.541928721,0.503144654,0.124329,0.4136,1.052820513,0.847420704,1.75862069,0.853571429,83,0.582417582,224,0.605363985
0,1744,2,3,570.3333333,312,396,44,603,0.595709571,0.524752475,0.147474,0.417,0.135128205,0.993058185,0.137931034,0.964285714,8,0.976923077,19,0.706896552
0,877,1,2,407,63,168.5,0,474,0.517819706,0.438155136,0.199577,0.4082,7.85,0.641569899,16.62068966,0.716931217,480,0.53950104,560,0.605363985
0,891,1,3,257.6666667,59,56,30,684,0.538573508,0.569141194,0.141431,0.4924,1.923076923,0.879464286,5.103448276,0.870535714,164,0.617948718,263,0.710591133
0,957,1,1,957,0,108,192,654,0.563165906,0.534246575,0.234793,0.4207,0.541794872,0.887649298,7.517241379,0.917748918,207,0.905769231,507,0.82635468
0,4453,2,2,3767.5,0,457,913.5,2394,0.572382144,0.484772632,0.126577,0.4157,10.48358974,0.921222278,3.75862069,0.479591837,126,0.836538462,180,0.724137931
0,2733,1,7,272.8571429,137.1666667,104,234,1569,0.536895674,0.529898219,0.123487,0.4561,0.038461538,0.954545455,0.034482759,1,4,1,5,0.862068966
0,1936,3,6,298.6666667,211.6,107,206,1192,0.554177006,0.483870968,0.174971,0.4369,16.92717949,0.804130963,17.44827586,0.674285714,599,0.415800416,1006,0.456321839
0,2225,1,3,700.3333333,62,125,854,1119,0.570409982,0.512477718,0.134912,0.3787,0.882564103,0.964529332,10.79310345,0.88465251,275,0.736263736,277,0.776328052
0,1184,1,1,1184,0,94,103,984,0.583586626,0.518743668,0.150691,0.4298,1.213333333,0.758517261,6.551724138,0.884920635,284,0.707459207,230,0.854231975
0,5352,3,8,205.625,645.75,105,322,1053,0.572207084,0.539509537,0.124541,0.4662,15.80282051,0.530483194,43.34482759,0.568080357,1579,0.470884256,2027,0.648313965
0,1341,1,1,1341,0,94,65,1179,0.567681895,0.529610829,0.140536,0.4256,10.76051282,0.472192146,22.06896552,0.778892456,938,0.507918552,1746,0.556650246
0,2740,1,5,498.2,62.25,88,261,2139,0.548085901,0.506069094,0.102695,0.3992,6.058461538,0.41311118,6.793103448,0.784438776,273,0.688461538,568,0.733156499
0,2294,1,3,726.3333333,57.5,89,482,1605,0.521144279,0.529228856,0.121429,0.4385,3.008717949,0.654280279,5.896551724,0.866071429,203,0.604700855,282,0.818390805
0,1230,1,2,569,92,67,123,945,0.561181435,0.578059072,0.176505,0.4453,9.995384615,0.792745183,46.51724138,0.750633981,1700,0.578006501,1267,0.6223162
0,1916,2,2,1527.5,0,77,466.5,981,0.617886179,0.516260163,0.115212,0.4579,1.865641026,0.547631579,3.172413793,0.801020408,115,0.485576923,135,0.369458128
0,1995,2,5,270.4,352.5,124,224,753,0.632275132,0.456349206,0.142465,0.4461,3.155641026,0.612690731,7.620689655,0.833333333,416,0.648217636,1277,0.654875149
0,4483,2,5,743.4,334.6666667,89,528.3333333,1929,0.577639752,0.503623188,0.0915926,0.4479,4.019230769,0.626993427,1.379310345,0.905844156,60,0.708791209,99,0.871921182
0,3726,1,3,490.3333333,1127.5,434,143,891,0.605145414,0.478747204,0.187812,0.4371,0.732564103,0.769714388,11.89655172,0.943763326,84,0.715384615,520,0.947859404
0,792,1,2,368,56,84,43,606,0.52545156,0.553366174,0.154499,0.482,4.204358974,0.852534074,10.44827586,0.771777003,302,0.591715976,409,0.820794148
0,1106,1,2,524,58,79,78,888,0.555555556,0.543209877,0.148015,0.4743,10.92923077,0.564527313,15.72413793,0.689209726,607,0.562009419,697,0.384902144
0,4786,2,10,348,178.7777778,187,111,3019.5,0.556547619,0.529431217,0.100079,0.391,0.696923077,0.952424967,1.068965517,0.666666667,15,0.923076923,69,0.694581281
0,2507,1,4,585,55.66666667,29,82,2226,0.525796321,0.501570211,0.140939,0.4237,10.69179487,0.911317279,5.310344828,0.485714286,188,0.657894737,218,0.497536946
0,1356,1,3,231.6666667,330.5,89,150,453,0.578947368,0.528508772,0.206256,0.4621,19.95846154,0.947231259,9.689655172,0.812698413,103,0.598290598,146,0.794745484
0,1273,2,3,728,93,279.3333333,196,474,0.591194969,0.530398323,0.195211,0.5325,10.50410256,0.351689612,13.4137931,0.63877551,515,0.455882353,801,0.532288401
0,1641,2,3,674,248,122,466,588,0.560067682,0.521150592,0.139274,0.4084,2.356923077,0.819036666,1.379310345,0.797619048,73,0.757692308,119,0.793103448
0,1915,2,7,276.7142857,66.6,43,508.5,762,0.539869281,0.541176471,0.0847168,0.46,7.646666667,0.589350604,8.034482759,0.441326531,286,0.538461538,299,0.347126437
0,7452,2,8,364.5,850.6666667,296,67,1653,0.588578089,0.492424242,0.092124,0.3962,0.496923077,0.881016644,1.482758621,0.968944099,15,0.966346154,156,0.971196755
0,716,1,2,327,62,102,66,483,0.510288066,0.594650206,0.164437,0.4573,4.452820513,0.53491794,15,0.674418605,301,0.459615385,502,0.590627763
0,6216,6,12,343.8333333,1319.090909,229.5,175,2112,0.551300236,0.513002364,0.121178,0.4803,8.103076923,0.906982804,8.724137931,0.761904762,302,0.801412873,490,0.738052027
0,2166,1,2,1043.5,79,129,260,1695,0.57008245,0.518256773,0.132853,0.4298,0.929230769,0.923437234,3.482758621,0.973522167,65,0.681318681,269,0.919965943
0,971,1,3,284.3333333,59,12,73,765,0.481770833,0.520833333,0.173726,0.4065,0.03974359,0.856359649,0.034482759,1,5,0.974358974,5,1
0,1595,2,2,1315.5,0,64,378.5,870,0.525773196,0.532646048,0.107349,0.4078,2.029230769,0.997759207,4,0.981910946,83,0.748251748,122,0.834154351
0,1712,1,3,533.6666667,55.5,104,324,1170,0.543052003,0.527706735,0.158667,0.4265,5.574102564,0.962934563,9.344827586,0.941747573,169,0.728937729,397,0.723354232
0,1822,1,1,1822,0,52,537,1230,0.539334955,0.561232766,0.150718,0.4023,3.339230769,0.943913643,4.551724138,0.821428571,142,0.71719457,292,0.82024945
0,1187,1,2,400.5,386,88,269,441,0.621621622,0.486486486,0.129637,0.3765,0.280769231,0.940298507,0.379310345,0.9375,21,0.923076923,78,0.9
0,1300,1,3,313.3333333,180,60.5,147,669,0.586309524,0.529761905,0.209261,0.4941,41.55333333,0.527813836,33.20689655,0.677455357,1475,0.602071006,3170,0.462177288
0,1327,1,3,402.3333333,60,86,197,921,0.563852814,0.588744589,0.213694,0.5081,6.498205128,0.765289937,22.31034483,0.795014881,831,0.505769231,1340,0.632683658
0,815,1,3,234.6666667,55.5,47,69,585,0.493197279,0.530612245,0.152367,0.4562,7.994102564,0.591526511,4.517241379,0.723809524,171,0.6,635,0.54789272
0,2411,1,4,558,59.66666667,87,219,1923,0.521806854,0.510384216,0.0769035,0.4016,1.017692308,0.904297836,2.068965517,0.933673469,112,0.679487179,176,0.855983773
0,7294,1,14,462.7857143,62.69230769,72,137,6267,0.502551834,0.518660287,0.0828007,0.4261,1.454358974,0.87882255,2.413793103,0.927018634,114,0.725274725,196,0.793103448
0,16023,5,10,750.4,4357.875,366.2,1550.5,1698,0.58377425,0.504409171,0.132643,0.4734,134.1525641,0.497010489,160.8965517,0.404491342,3838,0.281459566,5035,0.468943053
0,1413,2,4,430,251.5,46,132,757.5,0.604562738,0.522179975,0.287585,0.6054,414.3423077,0.557704443,1225.068966,0.729013433,32620,0.373940678,54501,0.367812015
0,3320,1,2,1079,1162,445,249,1461,0.557377049,0.480191257,0.100681,0.4064,13.61051282,0.773030491,3.965517241,0.625,185,0.6996337,419,0.406296852
0,4341,2,10,317.7,225.7777778,181,312,2568,0.537896365,0.518948183,0.120759,0.3854,9.642307692,0.579137632,4.896551724,0.613095238,188,0.737179487,424,0.604462475
0,2250,1,2,881,488,160,87,1512,0.587458746,0.565676568,0.116281,0.3722,0.088205128,0.805519897,0.034482759,1,9,0.980769231,15,0.517241379
0,4798,6,14,343.9285714,206.25,111.75,423.625,2455.5,0.514830508,0.564265537,0.0868729,0.4215,10.17820513,0.571942034,40.37931034,0.80076244,1003,0.756878158,1156,0.727851459
0,589,1,2,268.5,52,35,31,468,0.52866242,0.566878981,0.156502,0.4682,7.226666667,0.507655502,17.27586207,0.638095238,493,0.480769231,404,0.585094549
0,1053,3,5,275.8,86.33333333,103,257,489,0.522633745,0.488340192,0.0999584,0.4044,11.27897436,0.913326141,8.103448276,0.92074364,238,0.699430199,556,0.658553076
0,1458,2,5,416,59.66666667,78,240.5,984,0.535750252,0.450151057,0.100389,0.404,6.921794872,0.593412233,3.413793103,0.714285714,158,0.604395604,292,0.576802508
0,2574,1,4,535.25,144.3333333,104,300,1734,0.546344272,0.52964882,0.115126,0.4358,13.16897436,0.6256183,4.586206897,0.771825397,337,0.779230769,507,0.637147335
0,3219,2,4,869.5,75.66666667,331,878,1839,0.555555556,0.498644986,0.0829217,0.4209,6.574358974,0.42117064,6.034482759,0.619047619,204,0.625506073,230,0.505747126
0,1132,2,3,666.6666667,71,155.3333333,188,576,0.597582038,0.587219344,0.14225,0.496,6.904358974,0.897102576,57,0.885496183,2379,0.676801459,2747,0.755060523
0,2880,3,6,343.6666667,387,302,154,1242,0.641390205,0.525276461,0.153179,0.4382,2.607948718,0.481187694,9.310344828,0.743506494,278,0.627218935,578,0.753763963
0,10428,2,5,875.2,3443,294,1268,1903.5,0.562893082,0.522012579,0.143487,0.4969,5.103076923,0.759375503,11.86206897,0.803908356,339,0.555555556,629,0.666861485
0,2032,1,3,639,57.5,80,106,1728,0.489890237,0.541305604,0.102458,0.4135,2.801025641,0.994395549,4.137931034,0.959183673,108,0.778846154,251,0.806715064
0,1830,1,5,316.8,61.5,135,147,1299,0.553763441,0.556067588,0.130697,0.4592,3.804102564,0.458843329,16.03448276,0.739158163,412,0.61018711,765,0.668103448
0,5321,2,5,658.2,1105.5,379.6666667,610,1539,0.567444877,0.492866407,0.129039,0.41,2.403846154,0.886298465,2,0.776785714,78,0.663461538,192,0.833855799
0,3452,4,9,450.4444444,269.4285714,237.6,359,1761,0.612938596,0.515899123,0.186054,0.4075,9.51974359,0.571884945,46.17241379,0.716904762,677,0.556267806,1349,0.754258413
0,2174,2,6,539.5,76.5,65,109,1689,0.543057996,0.512009373,0.172597,0.4237,1.305384615,0.998027427,4.793103448,0.975903614,62,0.740384615,133,0.843390805
0,3354,1,3,766.6666667,527,443,418,993,0.519076305,0.502008032,0.122739,0.3801,1.686923077,0.569504236,1.103448276,0.654761905,39,0.663461538,22,0.655172414
0,2027,2,5,238,254.25,161,12,802.5,0.494699647,0.527679623,0.102088,0.3731,1.97974359,0.998501387,2.172413793,0.960714286,46,0.743589744,116,0.844006568
0,1124,2,4,343.5,72.5,318.5,229,381,0.513020833,0.494791667,0.193878,0.4845,130.4435897,0.920971873,219.3103448,0.880667967,3229,0.621708828,3910,0.895341803
0,11296,1,6,924.3333333,1150,149.6666667,471,4623,0.545179421,0.492001729,0.176282,0.4426,0.052051282,0.729532164,4.344827586,0.958128079,36,0.884615385,593,0.889459526
0,1580,1,4,167.25,303.6666667,129,87,450,0.474613687,0.459161148,0.153033,0.418,50.87461538,0.829936141,6.448275862,0.717687075,397,0.614316239,1422,0.584625119
0,6010,1,2,727,4556,309,302,531,0.565543071,0.498127341,0.223294,0.4474,3.845384615,0.717264971,6.724137931,0.600446429,169,0.728937729,624,0.768837803
0,2873,1,7,361.8571429,56.66666667,347,52,1437,0.494444444,0.575,0.109712,0.459,0.556923077,0.612128146,1.413793103,0.547619048,70,0.739316239,312,0.545454545
0,1746,1,1,1746,0,733,248,762,0.581699346,0.512418301,0.177547,0.4107,12.41769231,0.616129961,15.86206897,0.876213592,809,0.70388751,471,0.865301724
0,1513,2,5,317.2,58.66666667,189.3333333,72,747,0.522666667,0.606666667,0.141744,0.4459,12.26615385,0.920079947,73.55172414,0.746061923,1298,0.495819398,701,0.472333601
0,1748,1,3,467.3333333,173,131,203,1065,0.5,0.531835206,0.123189,0.423,1.937948718,0.845666619,1.75862069,0.914285714,85,0.936298077,309,0.768103448
0,6074,2,9,399.7777778,423.1428571,24,307.5714286,1254,0.497215593,0.514717582,0.113956,0.4319,3.723076923,0.842168675,2.275862069,0.642857143,181,0.628959276,517,0.786877395
0,6074,4,10,371.8,533.4444444,388.6,196,1330.5,0.54985119,0.48735119,0.102034,0.4178,2.402820513,0.906137786,2.137931034,0.592857143,176,0.640271493,522,0.791239515
0,706,1,2,321,64,92,82,465,0.465811966,0.557692308,0.158214,0.4225,3.246923077,0.778923925,3.24137931,0.859022556,127,0.68956044,251,0.787192118
0,1059,2,2,956.5,0,203.5,222,528,0.581920904,0.578154426,0.210578,0.3916,0.406923077,0.99544871,1.793103448,0.985521236,37,0.801282051,243,0.882131661
0,12766,2,7,470.7142857,1616.666667,486,400,2251.5,0.524944812,0.52406181,0.0858226,0.4034,9.186666667,0.670392005,14.89655172,0.821428571,547,0.669365722,966,0.633153303
0,911,1,2,425.5,60,115,132,486,0.568507157,0.593047035,0.164836,0.4441,11.38358974,0.524246262,19.27586207,0.592063492,709,0.458265139,1171,0.465760078
0,1136,1,3,298,121,88,113,690,0.541125541,0.587301587,0.142801,0.4764,15.55666667,0.707949835,30.96551724,0.781179138,1298,0.567489115,1788,0.752952291
0,15286,3,5,644.8,6889.5,208,137,588,0.539534884,0.541085271,0.107814,0.4304,5.065128205,0.861860837,2,0.863095238,119,0.686390533,264,0.76673428
0,9149,1,6,236.3333333,1546.2,98,510,807,0.522222222,0.511111111,0.0948015,0.4554,8.987948718,0.734309658,3.586206897,0.85,212,0.839587242,397,0.619644723
